Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Total,Segment
13699.0,150,37,764.15,2,2,2,6,At Risk
13700.0,22,243,2613.46,4,4,4,12,Champions
13701.0,442,9,161.0,1,1,1,3,Others
13702.0,441,5,135.18,1,1,1,3,Others
13703.0,314,37,425.56,2,2,2,6,At Risk
13704.0,17,123,2143.38,4,3,3,10,Champions
13705.0,3,84,2035.33,4,3,3,10,Champions
13706.0,298,38,631.17,2,2,2,6,At Risk
13707.0,262,155,3365.86,2,4,4,10,Champions
13708.0,266,51,296.88,2,2,1,5,At Risk
13709.0,32,380,7063.4400000000005,3,4,4,11,Champions
13710.0,27,15,509.52,3,1,2,6,At Risk
13711.0,214,92,1792.26,2,3,3,8,Loyal
13712.0,242,33,766.42,2,2,2,6,At Risk
13713.0,403,82,743.26,1,3,2,6,At Risk
13714.0,460,30,161.35,1,2,1,4,Others
13715.0,276,534,8483.29,2,4,4,10,Champions
13716.0,264,21,138.28,2,1,1,4,Others
13717.0,27,124,1763.3,3,3,3,9,Loyal
13718.0,241,12,306.55,2,1,1,4,Others
13719.0,10,251,2815.25,4,4,4,12,Champions
13720.0,112,43,799.9,2,2,2,6,At Risk
13721.0,31,42,741.54,3,2,2,7,At Risk
13722.0,127,189,5635.41,2,4,4,10,Champions
13723.0,212,59,1209.2,2,3,3,8,Loyal
13724.0,632,42,213.01,1,2,1,4,Others
13725.0,45,104,1980.56,3,3,3,9,Loyal
13726.0,34,42,1079.6599999999999,3,2,3,8,Loyal
13727.0,24,84,1080.05,4,3,3,10,Champions
13728.0,32,164,2855.17,3,4,4,11,Champions
13729.0,431,39,724.73,1,2,2,5,At Risk
13730.0,131,43,752.6,2,2,2,6,At Risk
13731.0,214,38,610.59,2,2,2,6,At Risk
13732.0,23,33,491.86,4,2,2,8,Loyal
13733.0,406,29,487.03000000000003,1,2,2,5,At Risk
13734.0,504,28,6701.640000000001,1,2,4,7,At Risk
13735.0,20,656,9813.22,4,4,4,12,Champions
13736.0,256,442,2391.84,2,4,4,10,Champions
13737.0,195,30,339.59999999999997,2,2,1,5,At Risk
13738.0,391,92,440.93,1,3,2,6,At Risk
13739.0,13,6,292.2,4,1,1,6,At Risk
13740.0,236,95,1597.77,2,3,3,8,Loyal
13741.0,67,34,668.4300000000001,3,2,2,7,At Risk
13742.0,12,321,3131.02,4,4,4,12,Champions
13743.0,84,34,1065.84,3,2,3,8,Loyal
13744.0,90,72,1156.36,3,3,3,9,Loyal
13745.0,157,56,777.36,2,3,2,7,At Risk
13746.0,409,9,176.69,1,1,1,3,Others
13747.0,369,6,249.39999999999998,2,1,1,4,Others
13748.0,91,59,2268.35,3,3,3,9,Loyal
13750.0,49,75,3602.1800000000003,3,3,4,10,Champions
13751.0,283,9,296.25,2,1,1,4,Others
13752.0,119,95,1590.73,2,3,3,8,Loyal
13753.0,283,80,2094.57,2,3,3,8,Loyal
13754.0,147,21,447.05,2,1,2,5,At Risk
13755.0,4,317,2004.45,4,4,3,11,Champions
13756.0,18,329,8361.1,4,4,4,12,Champions
13757.0,670,8,195.55,1,1,1,3,Others
13758.0,7,309,9416.98,4,4,4,12,Champions
13759.0,28,25,659.4100000000001,3,2,2,7,At Risk
13760.0,49,119,1363.6399999999999,3,3,3,9,Loyal
13761.0,45,122,1952.17,3,3,3,9,Loyal
13762.0,214,35,2472.48,2,2,4,8,Loyal
13763.0,58,50,5217.4400000000005,3,2,4,9,Loyal
13764.0,66,376,2953.26,3,4,4,11,Champions
13765.0,648,17,352.821,1,1,2,4,Others
13766.0,490,17,190.35,1,1,1,3,Others
13767.0,21,786,34654.55,4,4,4,12,Champions
13768.0,722,33,875.97,1,2,2,5,At Risk
13769.0,32,269,5482.5,3,4,4,11,Champions
13770.0,417,48,785.37,1,2,2,5,At Risk
13771.0,59,216,5728.82,3,4,4,11,Champions
13772.0,29,575,3114.22,3,4,4,11,Champions
13773.0,392,19,301.54,1,1,1,3,Others
13774.0,77,22,345.0,3,2,2,7,At Risk
13775.0,586,63,1049.66,1,3,3,7,At Risk
13776.0,423,2,623.98,1,1,2,4,Others
13777.0,4,387,56213.18,4,4,4,12,Champions
13778.0,98,44,1124.49,3,2,3,8,Loyal
13779.0,511,27,161.13,1,2,1,4,Others
13780.0,2,100,735.82,4,3,2,9,Loyal
13781.0,246,57,778.83,2,3,2,7,At Risk
13782.0,8,244,1793.72,4,4,3,11,Champions
13783.0,483,10,1542.09,1,1,3,5,At Risk
13784.0,5,43,2910.23,4,2,4,10,Champions
13785.0,424,30,542.49,1,2,2,5,At Risk
13786.0,362,124,3358.94,2,3,4,9,Loyal
13787.0,71,86,1222.5,3,3,3,9,Loyal
13788.0,500,1,3.75,1,1,1,3,Others
13789.0,383,18,239.45999999999998,1,1,1,3,Others
13791.0,123,11,1516.0,2,1,3,6,At Risk
13792.0,61,23,383.95,3,2,2,7,At Risk
13793.0,642,7,96.0,1,1,1,3,Others
13794.0,542,9,126.03,1,1,1,3,Others
13795.0,383,29,836.3,1,2,2,5,At Risk
13796.0,494,22,289.7,1,2,1,4,Others
13797.0,432,78,1179.45,1,3,3,7,At Risk
13798.0,3,711,74672.43,4,4,4,12,Champions
13799.0,112,106,2803.57,2,3,4,9,Loyal
13800.0,305,73,1679.56,2,3,3,8,Loyal
13801.0,62,23,324.8,3,2,1,6,At Risk
13802.0,134,448,26259.11,2,4,4,10,Champions
13803.0,251,78,1338.91,2,3,3,8,Loyal
13804.0,26,169,3208.52,4,4,4,12,Champions
13805.0,47,13,924.6,3,1,3,7,At Risk
13806.0,59,10,256.38,3,1,1,5,At Risk
13807.0,362,32,534.8,2,2,2,6,At Risk
13808.0,1,76,1747.66,4,3,3,10,Champions
13809.0,301,25,679.7,2,2,2,6,At Risk
13810.0,24,35,1499.01,4,2,3,9,Loyal
13811.0,179,13,814.5,2,1,2,5,At Risk
13812.0,37,36,539.0,3,2,2,7,At Risk
13813.0,35,143,2765.47,3,4,4,11,Champions
13814.0,87,79,2257.32,3,3,3,9,Loyal
13815.0,17,356,7475.74,4,4,4,12,Champions
13816.0,19,28,571.6700000000001,4,2,2,8,Loyal
13817.0,24,24,382.98,4,2,2,8,Loyal
13818.0,425,5,61.28,1,1,1,3,Others
13819.0,297,101,2642.35,2,3,4,9,Loyal
13820.0,413,90,660.65,1,3,2,6,At Risk
13821.0,140,209,1410.73,2,4,3,9,Loyal
13822.0,1,96,632.0,4,3,2,9,Loyal
13823.0,14,163,3403.4500000000003,4,4,4,12,Champions
13824.0,28,100,3314.76,3,3,4,10,Champions
13825.0,617,40,255.59,1,2,1,4,Others
13826.0,171,10,189.5,2,1,1,4,Others
13827.0,53,93,412.05,3,3,2,8,Loyal
13828.0,17,15,209.49,4,1,1,6,At Risk
13829.0,416,1,102.0,1,1,1,3,Others
13830.0,577,11,156.85000000000002,1,1,1,3,Others
13831.0,11,187,7023.58,4,4,4,12,Champions
13832.0,14,57,613.6899999999999,4,3,2,9,Loyal
13833.0,154,45,701.36,2,2,2,6,At Risk
13834.0,572,16,324.19,1,1,1,3,Others
13835.0,20,71,1095.27,4,3,3,10,Champions
13836.0,394,31,620.37,1,2,2,5,At Risk
13837.0,207,19,271.24,2,1,1,4,Others
13838.0,1,472,1966.09,4,4,3,11,Champions
13839.0,481,7,139.95000000000002,1,1,1,3,Others
13840.0,411,40,651.4,1,2,2,5,At Risk
13841.0,248,1,85.0,2,1,1,4,Others
13842.0,54,355,5629.91,3,4,4,11,Champions
13843.0,376,18,319.75,2,1,1,4,Others
13844.0,6,20,361.62,4,1,2,7,At Risk
13845.0,60,9,312.98,3,1,1,5,At Risk
13846.0,20,81,1307.79,4,3,3,10,Champions
13847.0,715,19,310.72,1,1,1,3,Others
13848.0,88,11,3335.0,3,1,4,8,Loyal
13849.0,47,220,3469.3,3,4,4,11,Champions
13850.0,124,93,1595.48,2,3,3,8,Loyal
13851.0,91,140,4606.46,3,3,4,10,Champions
13852.0,606,11,187.35000000000002,1,1,1,3,Others
13853.0,52,23,1090.14,3,2,3,8,Loyal
13854.0,4,181,12253.96,4,4,4,12,Champions
13855.0,496,73,1310.3400000000001,1,3,3,7,At Risk
13856.0,164,54,1142.03,2,3,3,8,Loyal
13857.0,389,128,1001.01,1,3,3,7,At Risk
13858.0,52,11,216.17,3,1,1,5,At Risk
13859.0,321,36,515.86,2,2,2,6,At Risk
13860.0,9,56,926.45,4,3,3,10,Champions
13861.0,424,21,273.26,1,1,1,3,Others
13862.0,13,160,2556.09,4,4,4,12,Champions
13863.0,243,70,1239.55,2,3,3,8,Loyal
13864.0,382,1,662.4000000000001,1,1,2,4,Others
13865.0,53,30,501.56,3,2,2,7,At Risk
13866.0,69,7,145.67000000000002,3,1,1,5,At Risk
13867.0,26,61,1015.29,4,3,3,10,Champions
13868.0,2,33,3192.54,4,2,4,10,Champions
13869.0,118,860,8111.57,2,4,4,10,Champions
13870.0,35,237,5559.33,3,4,4,11,Champions
13871.0,18,402,7885.85,4,4,4,12,Champions
13872.0,522,57,919.57,1,3,3,7,At Risk
13873.0,115,60,1038.92,2,3,3,8,Loyal
13874.0,353,69,2049.15,2,3,3,8,Loyal
13875.0,49,270,4814.37,3,4,4,11,Champions
13876.0,59,7,122.7,3,1,1,5,At Risk
13877.0,81,23,449.68,3,2,2,7,At Risk
13878.0,50,107,2473.06,3,3,4,10,Champions
13879.0,641,25,395.5,1,2,2,5,At Risk
13880.0,16,229,4391.66,4,4,4,12,Champions
13881.0,6,452,44609.98,4,4,4,12,Champions
13882.0,7,51,998.05,4,2,3,9,Loyal
13883.0,6,316,6560.02,4,4,4,12,Champions
13884.0,2,190,1888.48,4,4,3,11,Champions
13885.0,184,28,506.8,2,2,2,6,At Risk
13886.0,66,16,243.56,3,1,1,5,At Risk
13887.0,199,19,349.55,2,1,2,5,At Risk
13888.0,115,184,2169.05,2,4,3,9,Loyal
13889.0,88,83,1991.23,3,3,3,9,Loyal
13890.0,4,152,2565.63,4,4,4,12,Champions
13891.0,373,100,863.5600000000001,2,3,2,7,At Risk
13892.0,22,36,1267.6499999999999,4,2,3,9,Loyal
13893.0,293,21,821.1,2,1,2,5,At Risk
13894.0,19,27,564.62,4,2,2,8,Loyal
13895.0,23,186,4008.52,4,4,4,12,Champions
13896.0,621,21,388.55,1,1,2,4,Others
13897.0,45,59,1160.72,3,3,3,9,Loyal
13898.0,321,46,686.4,2,2,2,6,At Risk
13899.0,11,19,388.52,4,1,2,7,At Risk
13900.0,178,95,1610.59,2,3,3,8,Loyal
13901.0,67,310,5676.34,3,4,4,11,Champions
13902.0,628,63,34095.26,1,3,4,8,Loyal
13903.0,395,10,165.45000000000002,1,1,1,3,Others
13904.0,32,26,332.64,3,2,1,6,At Risk
13905.0,728,12,312.65,1,1,1,3,Others
13906.0,404,1,42.0,1,1,1,3,Others
13907.0,687,4,136.8,1,1,1,3,Others
13908.0,75,122,2369.55,3,3,4,10,Champions
13909.0,418,39,286.6,1,2,1,4,Others
13911.0,52,238,4234.99,3,4,4,11,Champions
13912.0,419,7,124.95,1,1,1,3,Others
13913.0,502,3,42.22,1,1,1,3,Others
13914.0,7,33,626.45,4,2,2,8,Loyal
13915.0,389,2,70.80000000000001,1,1,1,3,Others
13916.0,459,74,1275.81,1,3,3,7,At Risk
13917.0,45,18,272.04,3,1,1,5,At Risk
13918.0,45,30,1212.8400000000001,3,2,3,8,Loyal
13919.0,54,77,1360.68,3,3,3,9,Loyal
13920.0,427,86,1774.68,1,3,3,7,At Risk
13921.0,397,44,730.7,1,2,2,5,At Risk
13922.0,347,30,865.2,2,2,2,6,At Risk
13923.0,49,20,351.13,3,1,2,6,At Risk
13924.0,13,90,1536.45,4,3,3,10,Champions
13925.0,88,41,678.25,3,2,2,7,At Risk
13926.0,18,11,223.85000000000002,4,1,1,6,At Risk
13927.0,70,41,708.26,3,2,2,7,At Risk
13928.0,6,27,464.57,4,2,2,8,Loyal
13929.0,164,57,3494.1,2,3,4,9,Loyal
13930.0,53,17,337.34,3,1,1,5,At Risk
13931.0,91,271,5257.38,3,4,4,11,Champions
13932.0,290,16,307.4,2,1,1,4,Others
13933.0,104,23,608.7900000000001,2,2,2,6,At Risk
13934.0,259,31,922.1,2,2,3,7,At Risk
13935.0,592,80,6116.92,1,3,4,8,Loyal
13936.0,175,59,939.66,2,3,3,8,Loyal
13937.0,164,54,880.13,2,3,2,7,At Risk
13938.0,30,7,71.66,3,1,1,5,At Risk
13939.0,18,110,1560.96,4,3,3,10,Champions
13940.0,12,49,839.14,4,2,2,8,Loyal
13941.0,17,105,11122.300000000001,4,3,4,11,Champions
13942.0,530,1,320.0,1,1,1,3,Others
13943.0,573,15,246.54,1,1,1,3,Others
13944.0,648,35,200.43,1,2,1,4,Others
13945.0,390,51,854.15,1,2,2,5,At Risk
13946.0,74,56,1876.23,3,3,3,9,Loyal
13947.0,60,5,90.6,3,1,1,5,At Risk
13948.0,356,24,548.76,2,2,2,6,At Risk
13949.0,20,117,1909.09,4,3,3,10,Champions
13950.0,6,35,745.06,4,2,2,8,Loyal
13951.0,171,39,674.45,2,2,2,6,At Risk
13952.0,213,409,12823.521,2,4,4,10,Champions
13953.0,2,25,6640.68,4,2,4,10,Champions
13954.0,66,13,227.41,3,1,1,5,At Risk
13955.0,149,87,545.17,2,3,2,7,At Risk
13956.0,49,131,869.92,3,3,2,8,Loyal
13957.0,413,27,458.25,1,2,2,5,At Risk
13958.0,375,227,4709.2300000000005,2,4,4,10,Champions
13959.0,74,163,1076.18,3,4,3,10,Champions
13960.0,16,12,230.22,4,1,1,6,At Risk
13961.0,387,19,538.4,1,1,2,4,Others
13962.0,17,23,362.8,4,2,2,8,Loyal
13963.0,303,172,3011.87,2,4,4,10,Champions
13964.0,382,24,438.9,1,2,2,5,At Risk
13965.0,472,24,996.61,1,2,3,6,At Risk
13966.0,431,22,390.86,1,2,2,5,At Risk
13967.0,141,6,166.3,2,1,1,4,Others
13968.0,418,8,123.66,1,1,1,3,Others
13969.0,2,1106,13365.87,4,4,4,12,Champions
13970.0,381,13,846.55,1,1,2,4,Others
13971.0,14,255,4667.57,4,4,4,12,Champions
13972.0,66,15,190.25,3,1,1,5,At Risk
13973.0,282,11,264.7,2,1,1,4,Others
13974.0,44,43,677.72,3,2,2,7,At Risk
13975.0,26,752,5358.84,4,4,4,12,Champions
13976.0,202,56,1192.36,2,3,3,8,Loyal
13977.0,406,13,519.8100000000001,1,1,2,4,Others
13978.0,10,15,196.79000000000002,4,1,1,6,At Risk
13979.0,68,406,3416.23,3,4,4,11,Champions
13980.0,55,65,799.92,3,3,2,8,Loyal
13981.0,411,22,331.14,1,2,1,4,Others
13982.0,34,253,4445.59,3,4,4,11,Champions
13983.0,25,341,7108.45,4,4,4,12,Champions
13984.0,22,93,2048.6,4,3,3,10,Champions
13985.0,10,475,9873.300000000001,4,4,4,12,Champions
13986.0,12,13,320.46,4,1,1,6,At Risk
13987.0,375,46,682.54,2,2,2,6,At Risk
13988.0,15,295,4757.8,4,4,4,12,Champions
13989.0,61,86,2026.06,3,3,3,9,Loyal
13990.0,208,16,311.3,2,1,1,4,Others
13991.0,7,84,855.97,4,3,2,9,Loyal
13992.0,25,11,219.5,4,1,1,6,At Risk
13993.0,38,261,6775.71,3,4,4,11,Champions
13994.0,35,150,2197.04,3,4,3,10,Champions
13995.0,10,230,3902.01,4,4,4,12,Champions
13996.0,381,33,895.76,1,2,3,6,At Risk
13997.0,514,46,382.31,1,2,2,5,At Risk
13998.0,442,31,566.7,1,2,2,5,At Risk
13999.0,5,466,9502.26,4,4,4,12,Champions
14000.0,206,49,2046.3400000000001,2,2,3,7,At Risk
14001.0,41,112,4530.09,3,3,4,10,Champions
14002.0,129,47,529.73,2,2,2,6,At Risk
14003.0,728,16,209.41,1,1,1,3,Others
14004.0,38,241,6258.45,3,4,4,11,Champions
14005.0,5,84,2874.72,4,3,4,11,Champions
14006.0,111,77,2196.67,2,3,3,8,Loyal
14007.0,508,5,79.48,1,1,1,3,Others
14008.0,428,32,509.04,1,2,2,5,At Risk
14009.0,193,74,1099.91,2,3,3,8,Loyal
14010.0,561,24,445.15,1,2,2,5,At Risk
14011.0,475,32,457.82,1,2,2,5,At Risk
14012.0,273,11,328.8,2,1,1,4,Others
14013.0,105,68,1084.57,2,3,3,8,Loyal
14014.0,72,76,1948.21,3,3,3,9,Loyal
14015.0,48,20,917.34,3,1,3,7,At Risk
14016.0,157,448,11403.41,2,4,4,10,Champions
14017.0,566,14,229.75,1,1,1,3,Others
14018.0,640,13,367.15000000000003,1,1,2,4,Others
14019.0,42,66,1421.61,3,3,3,9,Loyal
14020.0,12,72,1249.01,4,3,3,10,Champions
14021.0,150,90,1716.58,2,3,3,8,Loyal
14022.0,220,47,792.15,2,2,2,6,At Risk
14023.0,2,31,584.07,4,2,2,8,Loyal
14024.0,117,34,645.74,2,2,2,6,At Risk
14025.0,460,99,4057.9,1,3,4,8,Loyal
14026.0,466,50,713.11,1,2,2,5,At Risk
14027.0,56,6,104.82,3,1,1,5,At Risk
14028.0,545,9,10396.5,1,1,4,6,At Risk
14029.0,58,15,467.66,3,1,2,6,At Risk
14030.0,13,866,8262.29,4,4,4,12,Champions
14031.0,2,781,40999.17,4,4,4,12,Champions
14032.0,11,242,4667.15,4,4,4,12,Champions
14033.0,550,1,109.44,1,1,1,3,Others
14034.0,17,89,651.8199999999999,4,3,2,9,Loyal
14035.0,24,151,2856.72,4,4,4,12,Champions
14036.0,280,38,626.65,2,2,2,6,At Risk
14037.0,171,114,836.95,2,3,2,7,At Risk
14038.0,73,161,3069.88,3,4,4,11,Champions
14039.0,28,10,267.28000000000003,3,1,1,5,At Risk
14040.0,36,794,12645.57,3,4,4,11,Champions
14041.0,261,21,141.41,2,1,1,4,Others
14042.0,720,21,431.98,1,1,2,4,Others
14043.0,486,42,304.25,1,2,1,4,Others
14044.0,22,851,3123.1,4,4,4,12,Champions
14045.0,104,38,11313.029999999999,2,2,4,8,Loyal
14046.0,279,14,154.99,2,1,1,4,Others
14047.0,4,164,4255.03,4,4,4,12,Champions
14048.0,300,141,748.69,2,3,2,7,At Risk
14049.0,12,1081,13239.03,4,4,4,12,Champions
14050.0,27,54,746.36,3,3,2,8,Loyal
14051.0,3,319,21230.100000000002,4,4,4,12,Champions
14052.0,15,125,480.81,4,3,2,9,Loyal
14053.0,119,9,572.3,2,1,2,5,At Risk
14054.0,60,6,92.46,3,1,1,5,At Risk
14055.0,101,33,1520.96,3,2,3,8,Loyal
14056.0,10,1054,7789.63,4,4,4,12,Champions
14057.0,19,454,8408.84,4,4,4,12,Champions
14058.0,458,24,469.19,1,2,2,5,At Risk
14059.0,262,8,183.6,2,1,1,4,Others
14060.0,18,261,9221.6,4,4,4,12,Champions
14061.0,502,19,917.4300000000001,1,1,3,5,At Risk
14062.0,5,343,25604.2,4,4,4,12,Champions
14063.0,433,40,22710.2,1,2,4,7,At Risk
14064.0,25,244,3332.42,4,4,4,12,Champions
14065.0,384,49,891.02,1,2,3,6,At Risk
14066.0,262,7,152.55,2,1,1,4,Others
14067.0,59,52,374.7,3,2,2,7,At Risk
14068.0,315,111,1528.3700000000001,2,3,3,8,Loyal
14069.0,510,42,230.06,1,2,1,4,Others
14070.0,680,42,326.55,1,2,1,4,Others
14071.0,14,251,1284.24,4,4,3,11,Champions
14072.0,662,19,390.85,1,1,2,4,Others
14073.0,27,13,151.04,3,1,1,5,At Risk
14074.0,618,6,219.39999999999998,1,1,1,3,Others
14075.0,15,73,1418.09,4,3,3,10,Champions
14076.0,124,46,122.47,2,2,1,5,At Risk
14077.0,36,56,615.0799999999999,3,3,2,8,Loyal
14078.0,97,163,1692.6299999999999,3,4,3,10,Champions
14079.0,120,13,618.73,2,1,2,5,At Risk
14080.0,28,83,1115.68,3,3,3,9,Loyal
14081.0,297,942,5370.1,2,4,4,10,Champions
14082.0,360,65,413.36,2,3,2,7,At Risk
14083.0,3,183,960.69,4,4,3,11,Champions
14084.0,507,7,150.5,1,1,1,3,Others
14085.0,2,1053,9874.27,4,4,4,12,Champions
14086.0,458,1,39.95,1,1,1,3,Others
14087.0,400,152,651.8,1,4,2,7,At Risk
14088.0,5,682,64036.8,4,4,4,12,Champions
14089.0,52,14,161.0,3,1,1,5,At Risk
14090.0,320,1,76.32000000000001,2,1,1,4,Others
14091.0,649,13,9530.08,1,1,4,6,At Risk
14092.0,3,373,7229.45,4,4,4,12,Champions
14093.0,7,105,442.85,4,3,2,9,Loyal
14094.0,435,47,335.22,1,2,1,4,Others
14095.0,718,1,2.95,1,1,1,3,Others
14096.0,6,4582,56228.81,4,4,4,12,Champions
14097.0,476,40,422.85999999999996,1,2,2,5,At Risk
14098.0,32,21,147.35,3,1,1,5,At Risk
14099.0,11,525,5765.71,4,4,4,12,Champions
14100.0,133,26,194.9,2,2,1,5,At Risk
14101.0,69,90,9961.93,3,3,4,10,Champions
14102.0,7,74,1241.78,4,3,3,10,Champions
14104.0,150,143,771.5799999999999,2,4,2,8,Loyal
14105.0,234,279,5988.83,2,4,4,10,Champions
14106.0,732,1,214.79999999999998,1,1,1,3,Others
14107.0,47,236,4877.3,3,4,4,11,Champions
14108.0,26,52,1044.96,4,2,3,9,Loyal
14109.0,68,9,144.2,3,1,1,5,At Risk
14110.0,17,398,12662.51,4,4,4,12,Champions
14111.0,9,10,692.85,4,1,2,7,At Risk
14112.0,18,326,5834.59,4,4,4,12,Champions
14113.0,18,111,6620.71,4,3,4,11,Champions
14114.0,269,74,1364.09,2,3,3,8,Loyal
14115.0,497,22,622.6700000000001,1,2,2,5,At Risk
14116.0,15,72,1382.74,4,3,3,10,Champions
14117.0,139,3,90.0,2,1,1,4,Others
14118.0,424,15,458.45,1,1,2,4,Others
14119.0,371,11,183.37,2,1,1,4,Others
14121.0,5,120,2008.99,4,3,3,10,Champions
14122.0,401,13,362.42,1,1,2,4,Others
14123.0,728,24,436.18,1,2,2,5,At Risk
14124.0,79,5,419.58000000000004,3,1,2,6,At Risk
14125.0,6,167,2740.43,4,4,4,12,Champions
14126.0,3,43,1172.46,4,2,3,9,Loyal
14127.0,118,117,1900.0800000000002,2,3,3,8,Loyal
14128.0,56,65,924.21,3,3,3,9,Loyal
14129.0,13,101,2438.76,4,3,4,11,Champions
14130.0,314,224,1882.67,2,4,3,9,Loyal
14131.0,644,52,187.87,1,2,1,4,Others
14132.0,10,180,3270.9,4,4,4,12,Champions
14133.0,125,36,911.14,2,2,3,7,At Risk
14134.0,378,180,11123.35,1,4,4,9,Loyal
14135.0,3,248,9504.02,4,4,4,12,Champions
14136.0,396,106,1570.81,1,3,3,7,At Risk
14137.0,691,11,332.7,1,1,1,3,Others
14138.0,59,33,638.21,3,2,2,7,At Risk
14139.0,41,69,1086.8,3,3,3,9,Loyal
14140.0,27,40,540.99,3,2,2,7,At Risk
14141.0,55,30,688.7800000000001,3,2,2,7,At Risk
14142.0,368,66,983.15,2,3,3,8,Loyal
14143.0,129,7,115.8,2,1,1,4,Others
14144.0,481,1,30.599999999999998,1,1,1,3,Others
14145.0,42,25,7600.05,3,2,4,9,Loyal
14146.0,4,456,9450.3,4,4,4,12,Champions
14147.0,73,30,2590.2,3,2,4,9,Loyal
14148.0,229,17,466.29,2,1,2,5,At Risk
14149.0,216,28,446.62,2,2,2,6,At Risk
14150.0,31,26,658.64,3,2,2,7,At Risk
14151.0,668,44,679.45,1,2,2,5,At Risk
14152.0,71,133,1997.3400000000001,3,3,3,9,Loyal
14153.0,478,17,233.4,1,1,1,3,Others
14154.0,234,292,6460.7,2,4,4,10,Champions
14155.0,261,6,118.75,2,1,1,4,Others
14156.0,5,4048,313946.37,4,4,4,12,Champions
14157.0,15,89,1002.78,4,3,3,10,Champions
14158.0,35,41,507.66,3,2,2,7,At Risk
14159.0,15,1874,7938.01,4,4,4,12,Champions
14160.0,605,107,8421.47,1,3,4,8,Loyal
14161.0,211,310,3318.88,2,4,4,10,Champions
14162.0,169,25,289.36,2,2,1,5,At Risk
14163.0,82,58,2594.62,3,3,4,10,Champions
14164.0,66,29,1631.77,3,2,3,8,Loyal
14165.0,271,25,122.53999999999999,2,2,1,5,At Risk
14166.0,500,53,256.85,1,2,1,4,Others
14167.0,34,121,1296.49,3,3,3,9,Loyal
14168.0,416,15,370.45,1,1,2,4,Others
14169.0,426,67,624.4300000000001,1,3,2,6,At Risk
14170.0,371,165,597.33,2,4,2,8,Loyal
14171.0,93,64,498.79,3,3,2,8,Loyal
14172.0,600,54,402.72,1,3,2,6,At Risk
14173.0,6,33,586.0,4,2,2,8,Loyal
14174.0,28,26,134.46,3,2,1,6,At Risk
14175.0,55,331,7678.88,3,4,4,11,Champions
14176.0,293,46,916.01,2,2,3,7,At Risk
14177.0,81,210,2229.34,3,4,3,10,Champions
14178.0,4,327,1620.93,4,4,3,11,Champions
14179.0,36,165,719.78,3,4,2,9,Loyal
14180.0,6,301,6319.25,4,4,4,12,Champions
14181.0,406,54,310.55,1,3,1,5,At Risk
14182.0,439,50,678.77,1,2,2,5,At Risk
14183.0,406,35,286.29,1,2,1,4,Others
14184.0,62,24,452.89,3,2,2,7,At Risk
14185.0,326,3,197.65,2,1,1,4,Others
14186.0,422,104,1550.63,1,3,3,7,At Risk
14187.0,469,8,123.5,1,1,1,3,Others
14188.0,26,65,2054.36,4,3,3,10,Champions
14189.0,11,298,5512.83,4,4,4,12,Champions
14190.0,661,1,79.9,1,1,1,3,Others
14191.0,5,233,4391.54,4,4,4,12,Champions
14192.0,383,14,293.74,1,1,1,3,Others
14193.0,63,64,1210.19,3,3,3,9,Loyal
14194.0,14,930,18186.49,4,4,4,12,Champions
14195.0,197,16,2615.6,2,1,4,7,At Risk
14196.0,102,6,335.52,2,1,1,4,Others
14197.0,406,20,390.05,1,1,2,4,Others
14198.0,13,91,1569.73,4,3,3,10,Champions
14199.0,213,18,1091.7,2,1,3,6,At Risk
14200.0,613,21,379.2,1,1,2,4,Others
14201.0,55,55,1193.54,3,3,3,9,Loyal
14202.0,376,29,847.76,2,2,2,6,At Risk
14203.0,392,16,339.34,1,1,1,3,Others
14204.0,417,188,901.9300000000001,1,4,3,8,Loyal
14205.0,12,123,2414.2,4,3,4,11,Champions
14206.0,234,71,1185.01,2,3,3,8,Loyal
14207.0,683,2,157.8,1,1,1,3,Others
14208.0,90,35,567.05,3,2,2,7,At Risk
14209.0,6,231,4993.27,4,4,4,12,Champions
14210.0,101,329,5861.52,3,4,4,11,Champions
14211.0,48,240,4402.29,3,4,4,11,Champions
14212.0,85,21,2190.14,3,1,3,7,At Risk
14213.0,400,5,1192.2,1,1,3,5,At Risk
14214.0,26,67,1004.38,4,3,3,10,Champions
14215.0,7,192,3416.33,4,4,4,12,Champions
14216.0,3,71,2011.79,4,3,3,10,Champions
14217.0,7,175,3322.41,4,4,4,12,Champions
14218.0,38,12,169.48000000000002,3,1,1,5,At Risk
14219.0,405,36,543.89,1,2,2,5,At Risk
14220.0,242,38,1515.0,2,2,3,7,At Risk
14221.0,37,347,6517.49,3,4,4,11,Champions
14222.0,172,41,683.17,2,2,2,6,At Risk
14223.0,87,60,991.13,3,3,3,9,Loyal
14224.0,105,238,1897.9,2,4,3,9,Loyal
14225.0,430,87,2037.02,1,3,3,7,At Risk
14226.0,24,98,3002.53,4,3,4,11,Champions
14227.0,21,377,6368.71,4,4,4,12,Champions
14228.0,433,38,745.5,1,2,2,5,At Risk
14229.0,47,72,2594.04,3,3,4,10,Champions
14230.0,431,33,979.8000000000001,1,2,3,6,At Risk
14231.0,179,69,1235.6200000000001,2,3,3,8,Loyal
14232.0,38,115,2048.07,3,3,3,9,Loyal
14233.0,44,73,2904.27,3,3,4,10,Champions
14234.0,17,159,775.46,4,4,2,10,Champions
